mode	grade	subject	title	priority	problemCount	visualProblemCount	currentKinds	recommendedKinds	rendererFamilies	needsNewVisual	needsDisplayUpgrade	reason
SCIENCE_5_U05	5	SCIENCE	メダカのたんじょう	A	50	1	life_cycle	life_cycle,growth_sequence	science-life		YES	時間順の変化や成長段階を並べて理解する単元。
SCIENCE_5_U06	5	SCIENCE	人のたんじょう	A	50	1	life_cycle	life_cycle,growth_sequence	science-life		YES	時間順の変化や成長段階を並べて理解する単元。
SCIENCE_5_U07	5	SCIENCE	流れる水のはたらき	A	50	1	river_cross_section	river_cross_section,erosion_flow	science-earth		YES	侵食・運搬・堆積の場所を地形と対応させる。
SCIENCE_5_U08	5	SCIENCE	物のとけ方	A	50	1	particle_model	beaker_model,particle_model,ph_scale	science-matter		YES	溶解・濃度・酸アルカリを粒子や目盛りで示すと理解しやすい。
SCIENCE_5_U09	5	SCIENCE	電磁石	A	50	1	magnetic_field	electric_circuit,magnetic_field,energy_flow	science-physics		YES	回路・電流の向き・磁界は模式図が学習の中心。
SCIENCE_6_U01	6	SCIENCE	物の燃え方	A	50	1	combustion_model	combustion_model,gas_composition	science-matter		YES	燃焼前後の気体の変化と条件を模式化できる。
SCIENCE_6_U02	6	SCIENCE	植物のつくりとはたらき	A	50	1	plant_anatomy	plant_anatomy,transport_flow	science-life		YES	根・茎・葉と水や養分の流れを図で関連付ける。
SCIENCE_6_U03	6	SCIENCE	人の体のつくりとはたらき	A	50	1	body_system	body_system,circulation_flow	science-life		YES	器官の位置と働きのつながりを図で整理する。
SCIENCE_6_U04	6	SCIENCE	月と太陽	A	48	1	orbit_diagram	orbit_diagram,sky_path,moon_phase	science-earth		YES	天体の位置関係と見かけの動きは図なしでは理解しにくい。
SCIENCE_6_U05	6	SCIENCE	てこ	A	50	1	lever	lever	science-physics		YES	支点・力点・作用点と距離の関係が図そのもの。
SCIENCE_6_U06	6	SCIENCE	水よう液	A	50	1	ph_scale	beaker_model,particle_model,ph_scale	science-matter		YES	溶解・濃度・酸アルカリを粒子や目盛りで示すと理解しやすい。
SCIENCE_6_U07	6	SCIENCE	電気の利用	A	50	1	electric_circuit	electric_circuit,magnetic_field,energy_flow	science-physics		YES	回路・電流の向き・磁界は模式図が学習の中心。
SCIENCE_6_U08	6	SCIENCE	土地のつくり	A	50	1	earth_cross_section	strata_cross_section,volcano_cross_section,seismic_wave,plate_motion	science-earth		YES	地下構造や時間変化を断面図で示す必要がある。
SCIENCE_6_U09	6	SCIENCE	生き物と環境	A	50	1	food_web	food_web,ecosystem_flow	science-life		YES	食物連鎖・物質循環の関係をネットワークで表せる。
SCIENCE_7_U01	7	SCIENCE	生物の観察と分類	B	50	1	science_classification	observation_compare,classification_tree	science-life		YES	観察ポイントや分類条件を整理する問題で有効。
SCIENCE_7_U02	7	SCIENCE	植物の体のつくりとはたらき	B	50	1	plant_anatomy	concept_diagram	specialized		YES	理科は模式図が有効だが、この単元では問題内容を選んで限定的に使う。
SCIENCE_7_U03	7	SCIENCE	動物の体のつくりとはたらき	A	50	1	body_system	body_system,circulation_flow	science-life		YES	器官の位置と働きのつながりを図で整理する。
SCIENCE_7_U04	7	SCIENCE	身のまわりの物質	B	50	1	science_classification	particle_model,gas_collection	science-matter		YES	性質比較や気体の集め方を図で確認する問題に有効。
SCIENCE_7_U05	7	SCIENCE	気体の性質	B	50	1	science_classification	particle_model,gas_collection	science-matter		YES	性質比較や気体の集め方を図で確認する問題に有効。
SCIENCE_7_U06	7	SCIENCE	水溶液の性質	A	50	1	beaker_model	beaker_model,particle_model,ph_scale	science-matter		YES	溶解・濃度・酸アルカリを粒子や目盛りで示すと理解しやすい。
SCIENCE_7_U07	7	SCIENCE	光	A	50	1	ray_diagram	ray_diagram	science-physics		YES	反射・屈折・像は光線図を読むことが重要。
SCIENCE_7_U08	7	SCIENCE	音	A	50	1	wave_diagram	wave_diagram,vibration_model	science-physics		YES	振動・振幅・周波数を形として比較できる。
SCIENCE_7_U09	7	SCIENCE	力と圧力	A	50	1	force_diagram	force_diagram,pressure_area,vector_composition	science-physics		YES	力の向きと大きさを矢印で示す必要がある。
SCIENCE_7_U10	7	SCIENCE	大地の変化	A	50	1	earth_cross_section	strata_cross_section,volcano_cross_section,seismic_wave,plate_motion	science-earth		YES	地下構造や時間変化を断面図で示す必要がある。
SCIENCE_7_U11	7	SCIENCE	火山	A	50	1	earth_cross_section	strata_cross_section,volcano_cross_section,seismic_wave,plate_motion	science-earth		YES	地下構造や時間変化を断面図で示す必要がある。
SCIENCE_7_U12	7	SCIENCE	地震	A	50	1	earth_cross_section	strata_cross_section,volcano_cross_section,seismic_wave,plate_motion	science-earth		YES	地下構造や時間変化を断面図で示す必要がある。
SCIENCE_7_U13	7	SCIENCE	地層	A	50	1	earth_cross_section	strata_cross_section,volcano_cross_section,seismic_wave,plate_motion	science-earth		YES	地下構造や時間変化を断面図で示す必要がある。
SCIENCE_8_U01	8	SCIENCE	生物と細胞	A	50	1	cell_diagram	cell_diagram	science-life		YES	細胞の各部位と違いを図から判断する単元。
SCIENCE_8_U02	8	SCIENCE	植物の体のつくりとはたらき	B	50	1	plant_anatomy	concept_diagram	specialized		YES	理科は模式図が有効だが、この単元では問題内容を選んで限定的に使う。
SCIENCE_8_U03	8	SCIENCE	動物の体のつくりとはたらき	A	50	1	body_system	body_system,circulation_flow	science-life		YES	器官の位置と働きのつながりを図で整理する。
SCIENCE_8_U04	8	SCIENCE	化学変化	A	50	1	particle_reaction	particle_reaction,atom_molecule,balance_model	science-matter		YES	反応前後の粒子数・結び付き・電荷を視覚化する。
SCIENCE_8_U05	8	SCIENCE	原子と分子	A	50	1	particle_model	particle_reaction,atom_molecule,balance_model	science-matter		YES	反応前後の粒子数・結び付き・電荷を視覚化する。
SCIENCE_8_U06	8	SCIENCE	化学変化と質量	A	50	1	particle_reaction	particle_reaction,atom_molecule,balance_model	science-matter		YES	反応前後の粒子数・結び付き・電荷を視覚化する。
SCIENCE_8_U07	8	SCIENCE	電流	A	50	1	electric_circuit	electric_circuit,magnetic_field,energy_flow	science-physics		YES	回路・電流の向き・磁界は模式図が学習の中心。
SCIENCE_8_U08	8	SCIENCE	電流と磁界	A	50	1	magnetic_field	electric_circuit,magnetic_field,energy_flow	science-physics		YES	回路・電流の向き・磁界は模式図が学習の中心。
SCIENCE_8_U09	8	SCIENCE	天気と気象	A	50	1	weather_map	weather_map,line_chart,front_cross_section	data-chart,science-earth		YES	気象データ・雲・前線の配置を読み取ることが重要。
SCIENCE_8_U10	8	SCIENCE	前線と天気	A	50	1	weather_map	weather_map,line_chart,front_cross_section	data-chart,science-earth		YES	気象データ・雲・前線の配置を読み取ることが重要。
SCIENCE_9_U01	9	SCIENCE	生物の成長と生殖	A	50	1	life_cycle	life_cycle,growth_sequence	science-life		YES	時間順の変化や成長段階を並べて理解する単元。
SCIENCE_9_U02	9	SCIENCE	遺伝	A	50	1	punnett_square	punnett_square,chromosome_model	science-life		YES	遺伝情報の組合せを表で追うことが有効。
SCIENCE_9_U03	9	SCIENCE	生物のつながり	A	50	1	food_web	food_web,ecosystem_flow	science-life		YES	食物連鎖・物質循環の関係をネットワークで表せる。
SCIENCE_9_U04	9	SCIENCE	化学変化とイオン	A	50	1	beaker_model	particle_reaction,atom_molecule,balance_model	science-matter		YES	反応前後の粒子数・結び付き・電荷を視覚化する。
SCIENCE_9_U05	9	SCIENCE	酸とアルカリ	A	50	1	ph_scale	beaker_model,particle_model,ph_scale	science-matter		YES	溶解・濃度・酸アルカリを粒子や目盛りで示すと理解しやすい。
SCIENCE_9_U06	9	SCIENCE	中和	A	50	1	particle_reaction	beaker_model,particle_model,ph_scale	science-matter		YES	溶解・濃度・酸アルカリを粒子や目盛りで示すと理解しやすい。
SCIENCE_9_U07	9	SCIENCE	力の合成と分解	A	50	1	force_diagram	force_diagram,pressure_area,vector_composition	science-physics		YES	力の向きと大きさを矢印で示す必要がある。
SCIENCE_9_U08	9	SCIENCE	運動	A	50	1	motion_graph	motion_graph,motion_strip	coordinate-graph,quantity-model		YES	位置・時間・速さをグラフと連続図で結び付ける。
SCIENCE_9_U09	9	SCIENCE	仕事とエネルギー	A	50	1	energy_bar	energy_bar,force_distance	science-physics,specialized		YES	エネルギー変換や仕事を量の変化として表せる。
SCIENCE_9_U10	9	SCIENCE	地球と宇宙	A	50	1	orbit_diagram	orbit_diagram,sky_path,moon_phase	science-earth		YES	天体の位置関係と見かけの動きは図なしでは理解しにくい。
SCIENCE_9_U11	9	SCIENCE	太陽系	A	50	1	orbit_diagram	orbit_diagram,sky_path,moon_phase	science-earth		YES	天体の位置関係と見かけの動きは図なしでは理解しにくい。
SCIENCE_9_U12	9	SCIENCE	星の動き	A	50	1	orbit_diagram	orbit_diagram,sky_path,moon_phase	science-earth		YES	天体の位置関係と見かけの動きは図なしでは理解しにくい。
SOCIAL_3_U01	3	SOCIAL	わたしたちの町	B	50	0		town_map,timeline	flow-diagram,map			地域の位置関係や変化を扱う問題で有効。
SOCIAL_3_U02	3	SOCIAL	地図の見かた	A	50	1	social_map	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_3_U03	3	SOCIAL	土地のようす	A	50	1	social_landform	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_3_U04	3	SOCIAL	町ではたらく人	B	50	0		work_flow,supply_chain	flow-diagram			仕事の工程や人のつながりを順序で示す問題に有効。
SOCIAL_3_U05	3	SOCIAL	商店のしごと	B	50	0		work_flow,supply_chain	flow-diagram			仕事の工程や人のつながりを順序で示す問題に有効。
SOCIAL_3_U06	3	SOCIAL	農家のしごと	B	50	0		work_flow,supply_chain	flow-diagram			仕事の工程や人のつながりを順序で示す問題に有効。
SOCIAL_3_U07	3	SOCIAL	工場のしごと	B	50	0		work_flow,supply_chain	flow-diagram			仕事の工程や人のつながりを順序で示す問題に有効。
SOCIAL_3_U08	3	SOCIAL	交通のはたらき	A	50	1	social_flow	route_map,transport_flow	map,science-life		YES	交通網と人・物の移動を図で考える単元。
SOCIAL_3_U09	3	SOCIAL	市のようすのうつりかわり	B	50	0		town_map,timeline	flow-diagram,map			地域の位置関係や変化を扱う問題で有効。
SOCIAL_4_U01	4	SOCIAL	都道府県	A	50	1	social_map	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_4_U02	4	SOCIAL	日本の地形	A	50	1	social_landform	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_4_U03	4	SOCIAL	気候	A	50	1	social_climograph	climate_map,climograph	data-chart,map		YES	地域分布と気温・降水量を対応させる必要がある。
SOCIAL_4_U04	4	SOCIAL	水のしごと	A	50	1	social_flow	process_flow,infrastructure_flow	flow-diagram		YES	施設から家庭までの流れを順序立てて理解する単元。
SOCIAL_4_U05	4	SOCIAL	ごみのしょり	A	50	1	social_flow	process_flow,infrastructure_flow	flow-diagram		YES	施設から家庭までの流れを順序立てて理解する単元。
SOCIAL_4_U06	4	SOCIAL	災害とくらし	A	50	1	social_hazard	hazard_map,evacuation_flow	map,specialized		YES	危険箇所・避難経路・災害種別を地図で考えられる。
SOCIAL_4_U07	4	SOCIAL	地図帳の使い方	A	50	1	social_map	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_4_U08	4	SOCIAL	県のようす	A	50	1	social_region_profile	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_4_U09	4	SOCIAL	伝統文化	B	50	0		region_map,timeline	flow-diagram,map			地域や時代との対応を示す問題で有効。
SOCIAL_5_U01	5	SOCIAL	日本の国土	A	50	1	social_map	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_5_U02	5	SOCIAL	日本の気候	A	50	1	social_flow	climate_map,climograph	data-chart,map		YES	地域分布と気温・降水量を対応させる必要がある。
SOCIAL_5_U03	5	SOCIAL	農業	A	50	1	social_flow	production_map,supply_chain	flow-diagram,map		YES	生産地域と流通のつながりを地図・フローで示せる。
SOCIAL_5_U04	5	SOCIAL	水産業	A	50	1	social_flow	production_map,supply_chain	flow-diagram,map		YES	生産地域と流通のつながりを地図・フローで示せる。
SOCIAL_5_U05	5	SOCIAL	工業	A	50	1	social_flow	production_map,supply_chain	flow-diagram,map		YES	生産地域と流通のつながりを地図・フローで示せる。
SOCIAL_5_U06	5	SOCIAL	貿易	A	50	1	social_flow	trade_flow_map,bar_chart	data-chart,map		YES	輸出入の方向・品目・相手国を流れとして示す価値が高い。
SOCIAL_5_U07	5	SOCIAL	情報産業	B	50	0		network_flow,information_flow	flow-diagram			情報が届く経路を可視化する問題で有効。
SOCIAL_5_U08	5	SOCIAL	環境問題	B	50	0		cause_effect_flow,supply_chain	flow-diagram			原因と影響のつながりを整理する問題で有効。
SOCIAL_5_U09	5	SOCIAL	食料問題	B	50	0		cause_effect_flow,supply_chain	flow-diagram			原因と影響のつながりを整理する問題で有効。
SOCIAL_6_U01	6	SOCIAL	日本の歴史（縄文・弥生）	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U02	6	SOCIAL	古墳時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U03	6	SOCIAL	奈良時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U04	6	SOCIAL	平安時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U05	6	SOCIAL	鎌倉時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U06	6	SOCIAL	室町時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U07	6	SOCIAL	安土桃山時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U08	6	SOCIAL	江戸時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U09	6	SOCIAL	明治時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U10	6	SOCIAL	大正時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U11	6	SOCIAL	昭和時代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_6_U12	6	SOCIAL	日本国憲法	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_6_U13	6	SOCIAL	国会	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_6_U14	6	SOCIAL	内閣	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_6_U15	6	SOCIAL	裁判所	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_6_U16	6	SOCIAL	地方自治	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_6_U17	6	SOCIAL	国際社会	B	50	0		world_map,organization_flow	flow-diagram,map			国・地域・国際機関の関係を扱う問題で有効。
SOCIAL_7_U01	7	SOCIAL	世界の地域	A	50	1	social_map	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_7_U02	7	SOCIAL	世界の気候	A	50	1	social_region_profile	climate_map,climograph	data-chart,map		YES	地域分布と気温・降水量を対応させる必要がある。
SOCIAL_7_U03	7	SOCIAL	世界の人口	A	50	1	social_population_pyramid	population_map,population_pyramid,bar_chart	data-chart,specialized		YES	人口分布や構成を資料から読み取る単元。
SOCIAL_7_U04	7	SOCIAL	世界の産業	A	50	1	social_flow	production_map,supply_chain	flow-diagram,map		YES	生産地域と流通のつながりを地図・フローで示せる。
SOCIAL_7_U05	7	SOCIAL	アジア	A	50	1	social_climograph	region_map,thematic_map	map		YES	地域ごとの位置・自然・産業の分布を地図で扱う。
SOCIAL_7_U06	7	SOCIAL	ヨーロッパ	A	50	1	social_flow	region_map,thematic_map	map		YES	地域ごとの位置・自然・産業の分布を地図で扱う。
SOCIAL_7_U07	7	SOCIAL	アフリカ	A	50	1	social_population_pyramid	region_map,thematic_map	map		YES	地域ごとの位置・自然・産業の分布を地図で扱う。
SOCIAL_7_U08	7	SOCIAL	北アメリカ	A	50	1	social_flow	region_map,thematic_map	map		YES	地域ごとの位置・自然・産業の分布を地図で扱う。
SOCIAL_7_U09	7	SOCIAL	南アメリカ	A	50	1	social_region_profile	region_map,thematic_map	map		YES	地域ごとの位置・自然・産業の分布を地図で扱う。
SOCIAL_7_U10	7	SOCIAL	オセアニア	A	50	1	social_flow	region_map,thematic_map	map		YES	地域ごとの位置・自然・産業の分布を地図で扱う。
SOCIAL_7_U11	7	SOCIAL	日本の地域	A	50	1	social_region_profile	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_7_U12	7	SOCIAL	日本の自然	A	50	1	social_landform	region_map,map_layer	map		YES	位置・分布・方位を地図から読み取ることが学習の中心。
SOCIAL_7_U13	7	SOCIAL	日本の人口	A	50	1	social_population_pyramid	population_map,population_pyramid,bar_chart	data-chart,specialized		YES	人口分布や構成を資料から読み取る単元。
SOCIAL_7_U14	7	SOCIAL	日本の産業	A	50	1	social_flow	production_map,supply_chain	flow-diagram,map		YES	生産地域と流通のつながりを地図・フローで示せる。
SOCIAL_8_U01	8	SOCIAL	古代文明	A	50	1	social_flow	historical_map,timeline	flow-diagram,map		YES	文明の位置と年代を同時に見る価値が高い。
SOCIAL_8_U02	8	SOCIAL	ギリシャ・ローマ	A	50	1	social_timeline	historical_map,timeline	flow-diagram,map		YES	文明の位置と年代を同時に見る価値が高い。
SOCIAL_8_U03	8	SOCIAL	日本の古代	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_8_U04	8	SOCIAL	日本の中世	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_8_U05	8	SOCIAL	日本の近世	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_8_U06	8	SOCIAL	欧米の近代化	B	50	1	social_flow	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_8_U07	8	SOCIAL	明治維新	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_8_U08	8	SOCIAL	日本の近代化	B	50	1	social_region_profile	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_8_U09	8	SOCIAL	世界大戦	B	50	1	social_flow	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_8_U10	8	SOCIAL	現代の日本	B	50	1	social_timeline	timeline,cause_effect_flow,historical_map	flow-diagram,map		YES	年代・因果・勢力範囲を扱う問題に絞って有効。
SOCIAL_9_U01	9	SOCIAL	現代社会	B	50	0		cause_effect_flow,money_flow,institution_relationship	flow-diagram			制度やお金の流れを扱う設問で補助図が有効。
SOCIAL_9_U02	9	SOCIAL	人権	B	50	0		cause_effect_flow,money_flow,institution_relationship	flow-diagram			制度やお金の流れを扱う設問で補助図が有効。
SOCIAL_9_U03	9	SOCIAL	民主主義	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_9_U04	9	SOCIAL	日本国憲法	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_9_U05	9	SOCIAL	国会	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_9_U06	9	SOCIAL	内閣	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_9_U07	9	SOCIAL	裁判所	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_9_U08	9	SOCIAL	地方自治	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_9_U09	9	SOCIAL	選挙	A	50	1	social_government	government_flow,institution_relationship	flow-diagram		YES	制度間の関係・手続き・三権のつながりを図で整理できる。
SOCIAL_9_U10	9	SOCIAL	税金	B	50	0		cause_effect_flow,money_flow,institution_relationship	flow-diagram			制度やお金の流れを扱う設問で補助図が有効。
SOCIAL_9_U11	9	SOCIAL	市場経済	B	50	0		cause_effect_flow,money_flow,institution_relationship	flow-diagram			制度やお金の流れを扱う設問で補助図が有効。
SOCIAL_9_U12	9	SOCIAL	金融	B	50	0		cause_effect_flow,money_flow,institution_relationship	flow-diagram			制度やお金の流れを扱う設問で補助図が有効。
SOCIAL_9_U13	9	SOCIAL	労働	B	50	0		cause_effect_flow,money_flow,institution_relationship	flow-diagram			制度やお金の流れを扱う設問で補助図が有効。
SOCIAL_9_U14	9	SOCIAL	社会保障	B	50	0		cause_effect_flow,money_flow,institution_relationship	flow-diagram			制度やお金の流れを扱う設問で補助図が有効。
SOCIAL_9_U15	9	SOCIAL	国際社会	B	50	0		world_map,organization_flow	flow-diagram,map			国・地域・国際機関の関係を扱う問題で有効。
SOCIAL_9_U16	9	SOCIAL	国際協力	B	50	0		world_map,organization_flow	flow-diagram,map			国・地域・国際機関の関係を扱う問題で有効。
