mode	unit	index	question	answer	options	unitLabel	passageTitle
ENGLISH_G3_U06	かず（1〜20）	126	「14」は 英語で なんという？	fourteen	fourteen | seventeen | eighteen | nineteen		
ENGLISH_G3_U06	かず（1〜20）	127	おとを きいて、あてはまる 数を えらぼう。	fourteen	fourteen | eighteen | nineteen | twenty		
ENGLISH_G3_U06	かず（1〜20）	128	おとを きいて、あてはまる 日本語を えらぼう。	14	14 | 19 | 20 | 1		
ENGLISH_G3_U06	かず（1〜20）	129	つぎの文の「fourteen」は 日本語で なんという？\nI have fourteen books.	14	14 | 1 | 2 | 3		
ENGLISH_G3_U06	かず（1〜20）	130	「fifteen」は 日本語で なんという？	15	15 | 17 | 18 | 19		
ENGLISH_G3_U06	かず（1〜20）	131	「15」は 英語で なんという？	fifteen	fifteen | eighteen | nineteen | twenty		
ENGLISH_G3_U06	かず（1〜20）	132	おとを きいて、あてはまる 数を えらぼう。	fifteen	fifteen | nineteen | twenty | one		
ENGLISH_G3_U06	かず（1〜20）	133	おとを きいて、あてはまる 日本語を えらぼう。	15	15 | 20 | 1 | 2		
ENGLISH_G3_U06	かず（1〜20）	134	つぎの文の「fifteen」は 日本語で なんという？\nI have fifteen books.	15	15 | 2 | 3 | 4		
ENGLISH_G3_U06	かず（1〜20）	135	「sixteen」は 日本語で なんという？	16	16 | 18 | 19 | 20		
ENGLISH_G3_U06	かず（1〜20）	136	「16」は 英語で なんという？	sixteen	sixteen | nineteen | twenty | one		
ENGLISH_G3_U06	かず（1〜20）	137	おとを きいて、あてはまる 数を えらぼう。	sixteen	sixteen | twenty | one | two		
ENGLISH_G3_U06	かず（1〜20）	138	おとを きいて、あてはまる 日本語を えらぼう。	16	16 | 1 | 2 | 3		
ENGLISH_G3_U06	かず（1〜20）	139	つぎの文の「sixteen」は 日本語で なんという？\nI have sixteen books.	16	16 | 3 | 4 | 5		
ENGLISH_G3_U06	かず（1〜20）	140	「seventeen」は 日本語で なんという？	17	17 | 19 | 20 | 1		
ENGLISH_G3_U06	かず（1〜20）	141	「17」は 英語で なんという？	seventeen	seventeen | twenty | one | two		
ENGLISH_G3_U06	かず（1〜20）	142	おとを きいて、あてはまる 数を えらぼう。	seventeen	seventeen | one | two | three		
ENGLISH_G3_U06	かず（1〜20）	143	おとを きいて、あてはまる 日本語を えらぼう。	17	17 | 2 | 3 | 4		
ENGLISH_G3_U06	かず（1〜20）	144	つぎの文の「seventeen」は 日本語で なんという？\nI have seventeen books.	17	17 | 4 | 5 | 6		
ENGLISH_G3_U06	かず（1〜20）	145	「eighteen」は 日本語で なんという？	18	18 | 20 | 1 | 2		
ENGLISH_G3_U06	かず（1〜20）	146	「18」は 英語で なんという？	eighteen	eighteen | one | two | three		
ENGLISH_G3_U06	かず（1〜20）	147	おとを きいて、あてはまる 数を えらぼう。	eighteen	eighteen | two | three | four		
ENGLISH_G3_U06	かず（1〜20）	148	おとを きいて、あてはまる 日本語を えらぼう。	18	18 | 3 | 4 | 5		
ENGLISH_G3_U06	かず（1〜20）	149	つぎの文の「eighteen」は 日本語で なんという？\nI have eighteen books.	18	18 | 5 | 6 | 7		
ENGLISH_G3_U06	かず（1〜20）	150	「nineteen」は 日本語で なんという？	19	19 | 1 | 2 | 3		
ENGLISH_G3_U06	かず（1〜20）	151	「19」は 英語で なんという？	nineteen	nineteen | two | three | four		
ENGLISH_G3_U06	かず（1〜20）	152	おとを きいて、あてはまる 数を えらぼう。	nineteen	nineteen | three | four | five		
ENGLISH_G3_U06	かず（1〜20）	153	おとを きいて、あてはまる 日本語を えらぼう。	19	19 | 4 | 5 | 6		
ENGLISH_G3_U06	かず（1〜20）	154	つぎの文の「nineteen」は 日本語で なんという？\nI have nineteen books.	19	19 | 6 | 7 | 8		
ENGLISH_G3_U06	かず（1〜20）	155	「twenty」は 日本語で なんという？	20	20 | 2 | 3 | 4		
ENGLISH_G3_U06	かず（1〜20）	156	「20」は 英語で なんという？	twenty	twenty | three | four | five		
ENGLISH_G3_U06	かず（1〜20）	157	おとを きいて、あてはまる 数を えらぼう。	twenty	twenty | four | five | six		
ENGLISH_G3_U06	かず（1〜20）	158	おとを きいて、あてはまる 日本語を えらぼう。	20	20 | 5 | 6 | 7		
ENGLISH_G3_U06	かず（1〜20）	159	つぎの文の「twenty」は 日本語で なんという？\nI have twenty books.	20	20 | 7 | 8 | 9		
ENGLISH_G3_U07	どうぶつ	0	「dog」の意味として正しいものを1つ選ぼう。	いぬ	いぬ | とり | うさぎ | くま		
ENGLISH_G3_U07	どうぶつ	1	「いぬ」を英語で表すとどれ？	dog	dog | rabbit | bear | elephant		
ENGLISH_G3_U07	どうぶつ	2	「cat」の意味として正しいものを1つ選ぼう。	ねこ	ねこ | うさぎ | くま | ぞう		
ENGLISH_G3_U07	どうぶつ	3	「ねこ」を英語で表すとどれ？	cat	cat | bear | elephant | monkey		
ENGLISH_G3_U07	どうぶつ	4	「bird」の意味として正しいものを1つ選ぼう。	とり	とり | くま | ぞう | さる		
ENGLISH_G3_U07	どうぶつ	5	「とり」を英語で表すとどれ？	bird	bird | elephant | monkey | tiger		
ENGLISH_G3_U07	どうぶつ	6	「rabbit」の意味として正しいものを1つ選ぼう。	うさぎ	うさぎ | ぞう | さる | とら		
ENGLISH_G3_U07	どうぶつ	7	「うさぎ」を英語で表すとどれ？	rabbit	rabbit | monkey | tiger | lion		
ENGLISH_G3_U07	どうぶつ	8	「bear」の意味として正しいものを1つ選ぼう。	くま	くま | さる | とら | ライオン		
ENGLISH_G3_U07	どうぶつ	9	「くま」を英語で表すとどれ？	bear	bear | tiger | lion | panda		
ENGLISH_G3_U07	どうぶつ	10	「elephant」の意味として正しいものを1つ選ぼう。	ぞう	ぞう | とら | ライオン | パンダ		
ENGLISH_G3_U07	どうぶつ	11	「ぞう」を英語で表すとどれ？	elephant	elephant | lion | panda | fish		
ENGLISH_G3_U07	どうぶつ	12	「monkey」の意味として正しいものを1つ選ぼう。	さる	さる | ライオン | パンダ | さかな		
ENGLISH_G3_U07	どうぶつ	13	「さる」を英語で表すとどれ？	monkey	monkey | panda | fish | horse		
ENGLISH_G3_U07	どうぶつ	14	「tiger」の意味として正しいものを1つ選ぼう。	とら	とら | パンダ | さかな | うま		
ENGLISH_G3_U07	どうぶつ	15	「とら」を英語で表すとどれ？	tiger	tiger | fish | horse | dog		
ENGLISH_G3_U07	どうぶつ	16	「lion」の意味として正しいものを1つ選ぼう。	ライオン	ライオン | さかな | うま | いぬ		
ENGLISH_G3_U07	どうぶつ	17	「ライオン」を英語で表すとどれ？	lion	lion | horse | dog | cat		
ENGLISH_G3_U07	どうぶつ	18	「panda」の意味として正しいものを1つ選ぼう。	パンダ	パンダ | うま | いぬ | ねこ		
ENGLISH_G3_U07	どうぶつ	19	「パンダ」を英語で表すとどれ？	panda	panda | dog | cat | bird		
ENGLISH_G3_U07	どうぶつ	20	「fish」の意味として正しいものを1つ選ぼう。	さかな	さかな | いぬ | ねこ | とり		
ENGLISH_G3_U07	どうぶつ	21	「さかな」を英語で表すとどれ？	fish	fish | cat | bird | rabbit		
ENGLISH_G3_U07	どうぶつ	22	「horse」の意味として正しいものを1つ選ぼう。	うま	うま | ねこ | とり | うさぎ		
ENGLISH_G3_U07	どうぶつ	23	「うま」を英語で表すとどれ？	horse	horse | bird | rabbit | bear		
ENGLISH_G3_U07	どうぶつ	24	いぬ に当てはまる英語は？	dog	dog | bear | elephant | monkey		
ENGLISH_G3_U07	どうぶつ	25	ねこ に当てはまる英語は？	cat	cat | elephant | monkey | tiger		
ENGLISH_G3_U07	どうぶつ	26	とり に当てはまる英語は？	bird	bird | monkey | tiger | lion		
ENGLISH_G3_U07	どうぶつ	27	うさぎ に当てはまる英語は？	rabbit	rabbit | tiger | lion | panda		
ENGLISH_G3_U07	どうぶつ	28	くま に当てはまる英語は？	bear	bear | lion | panda | fish		
ENGLISH_G3_U07	どうぶつ	29	ぞう に当てはまる英語は？	elephant	elephant | panda | fish | horse		
ENGLISH_G3_U07	どうぶつ	30	さる に当てはまる英語は？	monkey	monkey | fish | horse | dog		
ENGLISH_G3_U07	どうぶつ	31	とら に当てはまる英語は？	tiger	tiger | horse | dog | cat		
ENGLISH_G3_U07	どうぶつ	32	ライオン に当てはまる英語は？	lion	lion | dog | cat | bird		
ENGLISH_G3_U07	どうぶつ	33	パンダ に当てはまる英語は？	panda	panda | cat | bird | rabbit		
ENGLISH_G3_U07	どうぶつ	34	さかな に当てはまる英語は？	fish	fish | bird | rabbit | bear		
ENGLISH_G3_U07	どうぶつ	35	うま に当てはまる英語は？	horse	horse | rabbit | bear | elephant		
ENGLISH_G3_U07	どうぶつ	36	「dog」は 日本語で なんという？	いぬ	いぬ | とり | うさぎ | くま		
ENGLISH_G3_U07	どうぶつ	37	「いぬ」は 英語で なんという？	dog	dog | rabbit | bear | elephant		
ENGLISH_G3_U07	どうぶつ	38	おとを きいて、あてはまる 英語を えらぼう。	dog	dog | bear | elephant | monkey		
ENGLISH_G3_U07	どうぶつ	39	おとを きいて、あてはまる 日本語を えらぼう。	いぬ	いぬ | ぞう | さる | とら		
ENGLISH_G3_U07	どうぶつ	40	つぎの文の「dog」は 日本語で なんという？\nThis is a dog.	いぬ	いぬ | とら | ライオン | パンダ		
ENGLISH_G3_U07	どうぶつ	41	「cat」は 日本語で なんという？	ねこ	ねこ | うさぎ | くま | ぞう		
ENGLISH_G3_U07	どうぶつ	42	「ねこ」は 英語で なんという？	cat	cat | bear | elephant | monkey		
ENGLISH_G3_U07	どうぶつ	43	おとを きいて、あてはまる 英語を えらぼう。	cat	cat | elephant | monkey | tiger		
ENGLISH_G3_U07	どうぶつ	44	おとを きいて、あてはまる 日本語を えらぼう。	ねこ	ねこ | さる | とら | ライオン		
ENGLISH_G3_U07	どうぶつ	45	つぎの文の「cat」は 日本語で なんという？\nThis is a cat.	ねこ	ねこ | ライオン | パンダ | さかな		
ENGLISH_G3_U07	どうぶつ	46	「bird」は 日本語で なんという？	とり	とり | くま | ぞう | さる		
ENGLISH_G3_U07	どうぶつ	47	「とり」は 英語で なんという？	bird	bird | elephant | monkey | tiger		
ENGLISH_G3_U07	どうぶつ	48	おとを きいて、あてはまる 英語を えらぼう。	bird	bird | monkey | tiger | lion		
ENGLISH_G3_U07	どうぶつ	49	おとを きいて、あてはまる 日本語を えらぼう。	とり	とり | とら | ライオン | パンダ		
ENGLISH_G3_U07	どうぶつ	50	つぎの文の「bird」は 日本語で なんという？\nThis is a bird.	とり	とり | パンダ | さかな | うま		
ENGLISH_G3_U07	どうぶつ	51	「rabbit」は 日本語で なんという？	うさぎ	うさぎ | ぞう | さる | とら		
ENGLISH_G3_U07	どうぶつ	52	「うさぎ」は 英語で なんという？	rabbit	rabbit | monkey | tiger | lion		
ENGLISH_G3_U07	どうぶつ	53	おとを きいて、あてはまる 英語を えらぼう。	rabbit	rabbit | tiger | lion | panda		
ENGLISH_G3_U07	どうぶつ	54	おとを きいて、あてはまる 日本語を えらぼう。	うさぎ	うさぎ | ライオン | パンダ | さかな		
ENGLISH_G3_U07	どうぶつ	55	つぎの文の「rabbit」は 日本語で なんという？\nThis is a rabbit.	うさぎ	うさぎ | さかな | うま | いぬ		
ENGLISH_G3_U07	どうぶつ	56	「bear」は 日本語で なんという？	くま	くま | さる | とら | ライオン		
ENGLISH_G3_U07	どうぶつ	57	「くま」は 英語で なんという？	bear	bear | tiger | lion | panda		
ENGLISH_G3_U07	どうぶつ	58	おとを きいて、あてはまる 英語を えらぼう。	bear	bear | lion | panda | fish		
ENGLISH_G3_U07	どうぶつ	59	おとを きいて、あてはまる 日本語を えらぼう。	くま	くま | パンダ | さかな | うま		
ENGLISH_G3_U07	どうぶつ	60	つぎの文の「bear」は 日本語で なんという？\nThis is a bear.	くま	くま | うま | いぬ | ねこ		
ENGLISH_G3_U07	どうぶつ	61	「elephant」は 日本語で なんという？	ぞう	ぞう | とら | ライオン | パンダ		
ENGLISH_G3_U07	どうぶつ	62	「ぞう」は 英語で なんという？	elephant	elephant | lion | panda | fish		
ENGLISH_G3_U07	どうぶつ	63	おとを きいて、あてはまる 英語を えらぼう。	elephant	elephant | panda | fish | horse		
ENGLISH_G3_U07	どうぶつ	64	おとを きいて、あてはまる 日本語を えらぼう。	ぞう	ぞう | さかな | うま | いぬ		
ENGLISH_G3_U07	どうぶつ	65	つぎの文の「elephant」は 日本語で なんという？\nThis is an elephant.	ぞう	ぞう | いぬ | ねこ | とり		
ENGLISH_G3_U07	どうぶつ	66	「monkey」は 日本語で なんという？	さる	さる | ライオン | パンダ | さかな		
ENGLISH_G3_U07	どうぶつ	67	「さる」は 英語で なんという？	monkey	monkey | panda | fish | horse		
ENGLISH_G3_U07	どうぶつ	68	おとを きいて、あてはまる 英語を えらぼう。	monkey	monkey | fish | horse | dog		
ENGLISH_G3_U07	どうぶつ	69	おとを きいて、あてはまる 日本語を えらぼう。	さる	さる | うま | いぬ | ねこ		
ENGLISH_G3_U07	どうぶつ	70	つぎの文の「monkey」は 日本語で なんという？\nThis is a monkey.	さる	さる | ねこ | とり | うさぎ		
ENGLISH_G3_U07	どうぶつ	71	「tiger」は 日本語で なんという？	とら	とら | パンダ | さかな | うま		
ENGLISH_G3_U07	どうぶつ	72	「とら」は 英語で なんという？	tiger	tiger | fish | horse | dog		
ENGLISH_G3_U07	どうぶつ	73	おとを きいて、あてはまる 英語を えらぼう。	tiger	tiger | horse | dog | cat		
ENGLISH_G3_U07	どうぶつ	74	おとを きいて、あてはまる 日本語を えらぼう。	とら	とら | いぬ | ねこ | とり		
ENGLISH_G3_U07	どうぶつ	75	つぎの文の「tiger」は 日本語で なんという？\nThis is a tiger.	とら	とら | とり | うさぎ | くま		
ENGLISH_G3_U07	どうぶつ	76	「lion」は 日本語で なんという？	ライオン	ライオン | さかな | うま | いぬ		
ENGLISH_G3_U07	どうぶつ	77	「ライオン」は 英語で なんという？	lion	lion | horse | dog | cat		
ENGLISH_G3_U07	どうぶつ	78	おとを きいて、あてはまる 英語を えらぼう。	lion	lion | dog | cat | bird		
ENGLISH_G3_U07	どうぶつ	79	おとを きいて、あてはまる 日本語を えらぼう。	ライオン	ライオン | ねこ | とり | うさぎ		
ENGLISH_G3_U07	どうぶつ	80	つぎの文の「lion」は 日本語で なんという？\nThis is a lion.	ライオン	ライオン | うさぎ | くま | ぞう		
ENGLISH_G3_U07	どうぶつ	81	「panda」は 日本語で なんという？	パンダ	パンダ | うま | いぬ | ねこ		
ENGLISH_G3_U07	どうぶつ	82	「パンダ」は 英語で なんという？	panda	panda | dog | cat | bird		
ENGLISH_G3_U07	どうぶつ	83	おとを きいて、あてはまる 英語を えらぼう。	panda	panda | cat | bird | rabbit		
ENGLISH_G3_U07	どうぶつ	84	おとを きいて、あてはまる 日本語を えらぼう。	パンダ	パンダ | とり | うさぎ | くま		
ENGLISH_G3_U07	どうぶつ	85	つぎの文の「panda」は 日本語で なんという？\nThis is a panda.	パンダ	パンダ | くま | ぞう | さる		
ENGLISH_G3_U07	どうぶつ	86	「fish」は 日本語で なんという？	さかな	さかな | いぬ | ねこ | とり		
ENGLISH_G3_U07	どうぶつ	87	「さかな」は 英語で なんという？	fish	fish | cat | bird | rabbit		
ENGLISH_G3_U07	どうぶつ	88	おとを きいて、あてはまる 英語を えらぼう。	fish	fish | bird | rabbit | bear		
ENGLISH_G3_U07	どうぶつ	89	おとを きいて、あてはまる 日本語を えらぼう。	さかな	さかな | うさぎ | くま | ぞう		
ENGLISH_G3_U07	どうぶつ	90	つぎの文の「fish」は 日本語で なんという？\nThis is a fish.	さかな	さかな | ぞう | さる | とら		
ENGLISH_G3_U07	どうぶつ	91	「horse」は 日本語で なんという？	うま	うま | ねこ | とり | うさぎ		
ENGLISH_G3_U07	どうぶつ	92	「うま」は 英語で なんという？	horse	horse | bird | rabbit | bear		
ENGLISH_G3_U07	どうぶつ	93	おとを きいて、あてはまる 英語を えらぼう。	horse	horse | rabbit | bear | elephant		
ENGLISH_G3_U07	どうぶつ	94	おとを きいて、あてはまる 日本語を えらぼう。	うま	うま | くま | ぞう | さる		
ENGLISH_G3_U07	どうぶつ	95	つぎの文の「horse」は 日本語で なんという？\nThis is a horse.	うま	うま | さる | とら | ライオン		
ENGLISH_G3_U08	くだもの・たべもの	0	「apple」の意味として正しいものを1つ選ぼう。	りんご	りんご | パン | ぎゅうにゅう | ごはん		
ENGLISH_G3_U08	くだもの・たべもの	1	「りんご」を英語で表すとどれ？	apple	apple | milk | rice | juice		
ENGLISH_G3_U08	くだもの・たべもの	2	「banana」の意味として正しいものを1つ選ぼう。	バナナ	バナナ | ぎゅうにゅう | ごはん | ジュース		
ENGLISH_G3_U08	くだもの・たべもの	3	「バナナ」を英語で表すとどれ？	banana	banana | rice | juice | orange		
ENGLISH_G3_U08	くだもの・たべもの	4	「bread」の意味として正しいものを1つ選ぼう。	パン	パン | ごはん | ジュース | みかん		
ENGLISH_G3_U08	くだもの・たべもの	5	「パン」を英語で表すとどれ？	bread	bread | juice | orange | cake		
ENGLISH_G3_U08	くだもの・たべもの	6	「milk」の意味として正しいものを1つ選ぼう。	ぎゅうにゅう	ぎゅうにゅう | ジュース | みかん | ケーキ		
ENGLISH_G3_U08	くだもの・たべもの	7	「ぎゅうにゅう」を英語で表すとどれ？	milk	milk | orange | cake | strawberry		
ENGLISH_G3_U08	くだもの・たべもの	8	「rice」の意味として正しいものを1つ選ぼう。	ごはん	ごはん | みかん | ケーキ | いちご		
ENGLISH_G3_U08	くだもの・たべもの	9	「ごはん」を英語で表すとどれ？	rice	rice | cake | strawberry | grape		
ENGLISH_G3_U08	くだもの・たべもの	10	「juice」の意味として正しいものを1つ選ぼう。	ジュース	ジュース | ケーキ | いちご | ぶどう		
ENGLISH_G3_U08	くだもの・たべもの	11	「ジュース」を英語で表すとどれ？	juice	juice | strawberry | grape | peach		
ENGLISH_G3_U08	くだもの・たべもの	12	「orange」の意味として正しいものを1つ選ぼう。	みかん	みかん | いちご | ぶどう | もも		
ENGLISH_G3_U08	くだもの・たべもの	13	「みかん」を英語で表すとどれ？	orange	orange | grape | peach | egg		
ENGLISH_G3_U08	くだもの・たべもの	14	「cake」の意味として正しいものを1つ選ぼう。	ケーキ	ケーキ | ぶどう | もも | たまご		
ENGLISH_G3_U08	くだもの・たべもの	15	「ケーキ」を英語で表すとどれ？	cake	cake | peach | egg | water		
ENGLISH_G3_U08	くだもの・たべもの	16	「strawberry」の意味として正しいものを1つ選ぼう。	いちご	いちご | もも | たまご | みず		
ENGLISH_G3_U08	くだもの・たべもの	17	「いちご」を英語で表すとどれ？	strawberry	strawberry | egg | water | apple		
ENGLISH_G3_U08	くだもの・たべもの	18	「grape」の意味として正しいものを1つ選ぼう。	ぶどう	ぶどう | たまご | みず | りんご		
ENGLISH_G3_U08	くだもの・たべもの	19	「ぶどう」を英語で表すとどれ？	grape	grape | water | apple | banana		
ENGLISH_G3_U08	くだもの・たべもの	20	「peach」の意味として正しいものを1つ選ぼう。	もも	もも | みず | りんご | バナナ		
ENGLISH_G3_U08	くだもの・たべもの	21	「もも」を英語で表すとどれ？	peach	peach | apple | banana | bread		
ENGLISH_G3_U08	くだもの・たべもの	22	「egg」の意味として正しいものを1つ選ぼう。	たまご	たまご | りんご | バナナ | パン		
ENGLISH_G3_U08	くだもの・たべもの	23	「たまご」を英語で表すとどれ？	egg	egg | banana | bread | milk		
ENGLISH_G3_U08	くだもの・たべもの	24	「water」の意味として正しいものを1つ選ぼう。	みず	みず | バナナ | パン | ぎゅうにゅう		
ENGLISH_G3_U08	くだもの・たべもの	25	「みず」を英語で表すとどれ？	water	water | bread | milk | rice		
ENGLISH_G3_U08	くだもの・たべもの	26	りんご に当てはまる英語は？	apple	apple | rice | juice | orange		
ENGLISH_G3_U08	くだもの・たべもの	27	バナナ に当てはまる英語は？	banana	banana | juice | orange | cake		
ENGLISH_G3_U08	くだもの・たべもの	28	パン に当てはまる英語は？	bread	bread | orange | cake | strawberry		
ENGLISH_G3_U08	くだもの・たべもの	29	ぎゅうにゅう に当てはまる英語は？	milk	milk | cake | strawberry | grape		
ENGLISH_G3_U08	くだもの・たべもの	30	ごはん に当てはまる英語は？	rice	rice | strawberry | grape | peach		
ENGLISH_G3_U08	くだもの・たべもの	31	ジュース に当てはまる英語は？	juice	juice | grape | peach | egg		
ENGLISH_G3_U08	くだもの・たべもの	32	みかん に当てはまる英語は？	orange	orange | peach | egg | water		
ENGLISH_G3_U08	くだもの・たべもの	33	ケーキ に当てはまる英語は？	cake	cake | egg | water | apple		
ENGLISH_G3_U08	くだもの・たべもの	34	いちご に当てはまる英語は？	strawberry	strawberry | water | apple | banana		
ENGLISH_G3_U08	くだもの・たべもの	35	ぶどう に当てはまる英語は？	grape	grape | apple | banana | bread		
ENGLISH_G3_U08	くだもの・たべもの	36	もも に当てはまる英語は？	peach	peach | banana | bread | milk		
ENGLISH_G3_U08	くだもの・たべもの	37	たまご に当てはまる英語は？	egg	egg | bread | milk | rice		
ENGLISH_G3_U08	くだもの・たべもの	38	みず に当てはまる英語は？	water	water | milk | rice | juice		
ENGLISH_G3_U08	くだもの・たべもの	39	「apple」は 日本語で なんという？	りんご	りんご | パン | ぎゅうにゅう | ごはん		
ENGLISH_G3_U08	くだもの・たべもの	40	「りんご」は 英語で なんという？	apple	apple | milk | rice | juice		
ENGLISH_G3_U08	くだもの・たべもの	41	おとを きいて、あてはまる 英語を えらぼう。	apple	apple | rice | juice | orange		
ENGLISH_G3_U08	くだもの・たべもの	42	おとを きいて、あてはまる 日本語を えらぼう。	りんご	りんご | ジュース | みかん | ケーキ		
ENGLISH_G3_U08	くだもの・たべもの	43	つぎの文の「apple」は 日本語で なんという？\nThis is an apple.	りんご	りんご | ケーキ | いちご | ぶどう		
ENGLISH_G3_U08	くだもの・たべもの	44	「banana」は 日本語で なんという？	バナナ	バナナ | ぎゅうにゅう | ごはん | ジュース		
ENGLISH_G3_U08	くだもの・たべもの	45	「バナナ」は 英語で なんという？	banana	banana | rice | juice | orange		
ENGLISH_G3_U08	くだもの・たべもの	46	おとを きいて、あてはまる 英語を えらぼう。	banana	banana | juice | orange | cake		
ENGLISH_G3_U08	くだもの・たべもの	47	おとを きいて、あてはまる 日本語を えらぼう。	バナナ	バナナ | みかん | ケーキ | いちご		
ENGLISH_G3_U08	くだもの・たべもの	48	つぎの文の「banana」は 日本語で なんという？\nThis is a banana.	バナナ	バナナ | いちご | ぶどう | もも		
ENGLISH_G3_U08	くだもの・たべもの	49	「bread」は 日本語で なんという？	パン	パン | ごはん | ジュース | みかん		
ENGLISH_G3_U08	くだもの・たべもの	50	「パン」は 英語で なんという？	bread	bread | juice | orange | cake		
ENGLISH_G3_U08	くだもの・たべもの	51	おとを きいて、あてはまる 英語を えらぼう。	bread	bread | orange | cake | strawberry		
ENGLISH_G3_U08	くだもの・たべもの	52	おとを きいて、あてはまる 日本語を えらぼう。	パン	パン | ケーキ | いちご | ぶどう		
ENGLISH_G3_U08	くだもの・たべもの	53	つぎの文の「bread」は 日本語で なんという？\nI like bread.	パン	パン | ぶどう | もも | たまご		
ENGLISH_G3_U08	くだもの・たべもの	54	「milk」は 日本語で なんという？	ぎゅうにゅう	ぎゅうにゅう | ジュース | みかん | ケーキ		
ENGLISH_G3_U08	くだもの・たべもの	55	「ぎゅうにゅう」は 英語で なんという？	milk	milk | orange | cake | strawberry		
ENGLISH_G3_U08	くだもの・たべもの	56	おとを きいて、あてはまる 英語を えらぼう。	milk	milk | cake | strawberry | grape		
ENGLISH_G3_U08	くだもの・たべもの	57	おとを きいて、あてはまる 日本語を えらぼう。	ぎゅうにゅう	ぎゅうにゅう | いちご | ぶどう | もも		
ENGLISH_G3_U08	くだもの・たべもの	58	つぎの文の「milk」は 日本語で なんという？\nI like milk.	ぎゅうにゅう	ぎゅうにゅう | もも | たまご | みず		
ENGLISH_G3_U08	くだもの・たべもの	59	「rice」は 日本語で なんという？	ごはん	ごはん | みかん | ケーキ | いちご		
ENGLISH_G3_U08	くだもの・たべもの	60	「ごはん」は 英語で なんという？	rice	rice | cake | strawberry | grape		
ENGLISH_G3_U08	くだもの・たべもの	61	おとを きいて、あてはまる 英語を えらぼう。	rice	rice | strawberry | grape | peach		
ENGLISH_G3_U08	くだもの・たべもの	62	おとを きいて、あてはまる 日本語を えらぼう。	ごはん	ごはん | ぶどう | もも | たまご		
ENGLISH_G3_U08	くだもの・たべもの	63	つぎの文の「rice」は 日本語で なんという？\nI like rice.	ごはん	ごはん | たまご | みず | りんご		
ENGLISH_G3_U08	くだもの・たべもの	64	「juice」は 日本語で なんという？	ジュース	ジュース | ケーキ | いちご | ぶどう		
ENGLISH_G3_U08	くだもの・たべもの	65	「ジュース」は 英語で なんという？	juice	juice | strawberry | grape | peach		
ENGLISH_G3_U08	くだもの・たべもの	66	おとを きいて、あてはまる 英語を えらぼう。	juice	juice | grape | peach | egg		
ENGLISH_G3_U08	くだもの・たべもの	67	おとを きいて、あてはまる 日本語を えらぼう。	ジュース	ジュース | もも | たまご | みず		
ENGLISH_G3_U08	くだもの・たべもの	68	つぎの文の「juice」は 日本語で なんという？\nI like juice.	ジュース	ジュース | みず | りんご | バナナ		
ENGLISH_G3_U08	くだもの・たべもの	69	「orange」は 日本語で なんという？	みかん	みかん | いちご | ぶどう | もも		
ENGLISH_G3_U08	くだもの・たべもの	70	「みかん」は 英語で なんという？	orange	orange | grape | peach | egg		
ENGLISH_G3_U08	くだもの・たべもの	71	おとを きいて、あてはまる 英語を えらぼう。	orange	orange | peach | egg | water		
ENGLISH_G3_U08	くだもの・たべもの	72	おとを きいて、あてはまる 日本語を えらぼう。	みかん	みかん | たまご | みず | りんご		
ENGLISH_G3_U08	くだもの・たべもの	73	つぎの文の「orange」は 日本語で なんという？\nThis is an orange.	みかん	みかん | りんご | バナナ | パン		
ENGLISH_G3_U08	くだもの・たべもの	74	「cake」は 日本語で なんという？	ケーキ	ケーキ | ぶどう | もも | たまご		
ENGLISH_G3_U08	くだもの・たべもの	75	「ケーキ」は 英語で なんという？	cake	cake | peach | egg | water		
ENGLISH_G3_U08	くだもの・たべもの	76	おとを きいて、あてはまる 英語を えらぼう。	cake	cake | egg | water | apple		
ENGLISH_G3_U08	くだもの・たべもの	77	おとを きいて、あてはまる 日本語を えらぼう。	ケーキ	ケーキ | みず | りんご | バナナ		
ENGLISH_G3_U08	くだもの・たべもの	78	つぎの文の「cake」は 日本語で なんという？\nThis is a cake.	ケーキ	ケーキ | バナナ | パン | ぎゅうにゅう		
ENGLISH_G3_U08	くだもの・たべもの	79	「strawberry」は 日本語で なんという？	いちご	いちご | もも | たまご | みず		
ENGLISH_G3_U08	くだもの・たべもの	80	「いちご」は 英語で なんという？	strawberry	strawberry | egg | water | apple		
ENGLISH_G3_U08	くだもの・たべもの	81	おとを きいて、あてはまる 英語を えらぼう。	strawberry	strawberry | water | apple | banana		
ENGLISH_G3_U08	くだもの・たべもの	82	おとを きいて、あてはまる 日本語を えらぼう。	いちご	いちご | りんご | バナナ | パン		
ENGLISH_G3_U08	くだもの・たべもの	83	つぎの文の「strawberry」は 日本語で なんという？\nThis is a strawberry.	いちご	いちご | パン | ぎゅうにゅう | ごはん		
ENGLISH_G3_U08	くだもの・たべもの	84	「grape」は 日本語で なんという？	ぶどう	ぶどう | たまご | みず | りんご		
ENGLISH_G3_U08	くだもの・たべもの	85	「ぶどう」は 英語で なんという？	grape	grape | water | apple | banana		
ENGLISH_G3_U08	くだもの・たべもの	86	おとを きいて、あてはまる 英語を えらぼう。	grape	grape | apple | banana | bread		
ENGLISH_G3_U08	くだもの・たべもの	87	おとを きいて、あてはまる 日本語を えらぼう。	ぶどう	ぶどう | バナナ | パン | ぎゅうにゅう		
